SensorNo,SensorSelfNo,Model,MeasuringDate,Temp,Measurement,Deviation,Unit,StrainFre,ComFre,Type,┤ж└э║єx,┤ж└э║єy,╒ц╩╡╬╗╥╞
28F615065442C450,CX2-8m,JC-CX-30,2022/6/2 14:11,19.1,3.07,4,бл,643.5,838.3,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/6/2 12:11,19.1,3.07,4,бл,643.6,838.1,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/6/2 8:10,19.1,3.07,4,бл,643.7,838,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/6/2 6:09,19.1,3.07,4,бл,643.4,837.8,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/6/2 4:09,19.1,3.07,4,бл,644.6,838.6,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/6/2 2:10,19.1,3.07,4,бл,644.4,838.9,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/6/2 0:11,19.1,3.07,4,бл,643.1,838.3,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/6/1 22:10,19.1,3.08,4,бл,645.3,838.4,9,80.13061428,-335.8964957,345.3221267
28F615065442C450,CX2-8m,JC-CX-30,2022/6/1 20:11,19.1,3.07,4,бл,644.2,837.8,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/6/1 18:07,19.2,3.07,4,бл,644.3,837.5,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/6/1 14:09,19.1,3.07,4,бл,643.5,837.5,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/6/1 12:08,19.1,3.07,4,бл,644.6,838.5,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/6/1 10:08,19.1,3.06,4,бл,642.6,838.1,9,120.3283254,-335.8964957,356.7987692
28F615065442C450,CX2-8m,JC-CX-30,2022/6/1 8:09,19.1,3.07,4,бл,643.8,838.3,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/6/1 6:10,19.2,3.07,4,бл,643.2,838.1,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/6/1 4:09,19.1,3.07,4,бл,643.6,838.1,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/6/1 2:09,19.1,3.07,4,бл,642.9,838.2,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/6/1 0:11,19.1,3.07,4,бл,643.4,838.7,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/31 22:08,19.1,3.07,4,бл,643,838.2,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/31 20:35,19.1,3.07,4,бл,644.2,838.2,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/31 16:09,19.1,3.07,4,бл,643.2,838.5,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/31 14:11,19.1,3.07,4,бл,644.5,838.6,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/31 12:06,19.2,3.07,4,бл,644.6,838.5,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/31 8:10,19.1,3.07,4,бл,644.2,837.9,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/31 6:10,19.1,3.07,4,бл,643.2,838.4,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/31 4:10,19.1,3.07,4,бл,644.7,838.8,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/31 2:05,19.1,3.07,4,бл,644.5,838.7,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/31 1:32,19.1,3.07,4,бл,643.8,838.4,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/31 0:09,19.1,3.07,4,бл,643.6,838.2,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/30 22:06,19.1,3.07,4,бл,643.4,837.4,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/30 20:39,19.3,3.08,4,бл,645,838.9,9,80.13061428,-335.8964957,345.3221267
28F615065442C450,CX2-8m,JC-CX-30,2022/5/30 20:31,19.2,3.07,4,бл,644.7,838.6,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/30 18:14,19.2,3.07,4,бл,643.2,838.2,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/30 18:10,19.1,3.07,4,бл,643.5,837.7,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/30 16:05,19,3.07,4,бл,644.1,838.4,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/30 14:08,19,3.07,4,бл,643,837.9,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/30 12:04,19.1,3.07,4,бл,643.5,838.6,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/30 10:14,18.9,3.07,4,бл,644.1,838.1,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/30 8:08,18.9,3.07,4,бл,643.9,837.6,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/30 6:08,18.9,3.07,4,бл,644.1,837.6,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/30 4:07,18.9,3.07,4,бл,644.4,838.1,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/30 2:08,18.9,3.07,4,бл,644.2,838.1,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/30 0:08,18.9,3.07,4,бл,644.2,838.4,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/29 22:07,19,3.07,4,бл,643.1,838.2,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/29 20:10,18.9,3.07,4,бл,643.5,838,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/29 18:07,19,3.07,4,бл,643.5,838,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/29 16:08,18.9,3.07,4,бл,643.5,837.8,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/29 14:08,18.9,3.07,4,бл,643.7,837.1,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/29 12:08,18.9,3.07,4,бл,643.6,837.5,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/29 10:08,18.9,3.07,4,бл,643.6,837.8,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/29 8:07,18.9,3.07,4,бл,643.8,837.6,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/29 6:07,18.9,3.07,4,бл,644.7,838.3,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/29 4:07,18.9,3.07,4,бл,644.7,838,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/29 2:07,18.9,3.07,4,бл,643.3,838.1,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/29 0:07,18.9,3.07,4,бл,643.3,837.9,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/28 22:08,18.9,3.07,4,бл,643.5,838,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/28 20:08,18.9,3.07,4,бл,643.7,837.9,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/28 18:07,18.9,3.07,4,бл,644.1,837.6,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/28 16:08,18.9,3.07,4,бл,643,837.5,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/28 14:08,18.9,3.07,4,бл,643.2,837.6,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/28 12:08,19,3.08,4,бл,645,838.1,9,80.13061428,-335.8964957,345.3221267
28F615065442C450,CX2-8m,JC-CX-30,2022/5/28 10:08,18.9,3.07,4,бл,643.2,838.1,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/28 8:08,18.9,3.07,4,бл,643.8,837.1,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/28 6:09,19,3.07,4,бл,643,838,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/28 4:08,19,3.07,4,бл,643.3,838,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/28 2:08,19,3.07,4,бл,643.4,838.1,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/28 0:08,18.9,3.07,4,бл,643.5,837.7,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/27 22:09,19,3.07,4,бл,644.7,837.9,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/27 20:09,18.9,3.07,4,бл,644.1,837.7,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/27 18:06,18.9,3.07,4,бл,644.5,837.7,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/27 16:09,19,3.07,4,бл,642.8,838.1,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/27 14:11,18.9,3.07,4,бл,643.4,837.7,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/27 12:11,19,3.07,4,бл,643.5,838.1,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/27 10:09,18.9,3.07,4,бл,643.6,837.8,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/27 8:09,18.9,3.07,4,бл,643.2,838.1,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/27 6:10,18.9,3.07,4,бл,643.9,837.3,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/27 4:10,18.9,3.07,4,бл,644.1,837.2,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/27 2:26,18.9,3.07,4,бл,644.4,838.5,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/27 0:09,19,3.07,4,бл,644.3,837.1,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/26 22:10,18.9,3.07,4,бл,643.5,837.8,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/26 20:10,19,3.07,4,бл,643.4,837.8,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/26 18:12,19,3.07,4,бл,643.7,837.8,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/26 16:09,18.9,3.07,4,бл,643.5,838.2,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/26 14:10,19,3.07,4,бл,643.6,837.6,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/26 12:11,19,3.07,4,бл,643.8,837.3,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/26 10:11,18.9,3.08,4,бл,644.8,837.8,9,80.13061428,-335.8964957,345.3221267
28F615065442C450,CX2-8m,JC-CX-30,2022/5/26 8:09,19,3.07,4,бл,643.6,837.9,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/26 6:09,19,3.08,4,бл,645.3,838.3,9,80.13061428,-335.8964957,345.3221267
28F615065442C450,CX2-8m,JC-CX-30,2022/5/26 4:10,18.9,3.07,4,бл,643.5,837.5,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/26 2:09,19,3.07,4,бл,643.9,838.1,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/26 0:08,19,3.07,4,бл,644.1,837.6,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/25 22:09,19,3.07,4,бл,642.9,838,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/25 20:09,19,3.07,4,бл,643.5,837.4,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/25 18:09,19,3.08,4,бл,644.8,838.3,9,80.13061428,-335.8964957,345.3221267
28F615065442C450,CX2-8m,JC-CX-30,2022/5/25 16:08,19,3.07,4,бл,644.1,837.5,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/25 14:08,19,3.07,4,бл,643.9,838,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/25 12:08,19,3.07,4,бл,643.5,837.7,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/25 10:05,18.9,3.08,4,бл,644.9,838.4,9,80.13061428,-335.8964957,345.3221267
28F615065442C450,CX2-8m,JC-CX-30,2022/5/25 9:12,19,3.07,4,бл,644.4,838,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/25 0:11,19,3.08,4,бл,645.1,838.5,9,80.13061428,-335.8964957,345.3221267
28F615065442C450,CX2-8m,JC-CX-30,2022/5/24 22:09,19,3.07,4,бл,643.8,837.8,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/24 20:10,19,3.08,4,бл,644.9,838.1,9,80.13061428,-335.8964957,345.3221267
28F615065442C450,CX2-8m,JC-CX-30,2022/5/24 18:05,18.9,3.07,4,бл,643.3,837.8,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/24 16:09,19,3.07,4,бл,643.2,838.1,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/24 14:08,19,3.07,4,бл,643.1,837.9,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/24 12:09,19,3.07,4,бл,643.8,837.7,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/24 10:09,19,3.07,4,бл,643.6,837.5,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/24 8:07,19,3.07,4,бл,644.7,837.8,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/24 6:07,19,3.07,4,бл,643.6,837.6,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/24 4:07,19,3.07,4,бл,643.4,837.3,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/24 2:08,19.1,3.07,4,бл,643.9,838.1,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/24 0:09,19.2,3.07,4,бл,644.5,838.5,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/23 22:08,19.1,3.07,4,бл,643.6,838.5,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/23 20:08,19.1,3.07,4,бл,643.3,838,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/23 18:09,19.1,3.07,4,бл,644.1,837.7,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/23 16:09,19.1,3.07,4,бл,644.6,838.5,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/23 14:08,19.1,3.07,4,бл,643.4,838.5,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/23 12:08,19.1,3.07,4,бл,643.4,838,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/23 10:08,19.1,3.08,4,бл,644.8,838.2,9,80.13061428,-335.8964957,345.3221267
28F615065442C450,CX2-8m,JC-CX-30,2022/5/23 8:09,19.1,3.07,4,бл,644.2,837.6,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/23 6:09,19.1,3.07,4,бл,643.7,837.5,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/23 4:09,19.1,3.07,4,бл,643.9,837.9,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/23 2:09,19.1,3.08,4,бл,644.9,838.8,9,80.13061428,-335.8964957,345.3221267
28F615065442C450,CX2-8m,JC-CX-30,2022/5/23 0:09,19.1,3.07,4,бл,643.3,838.3,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/22 22:09,19.1,3.07,4,бл,644.3,837.7,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/22 20:09,19.1,3.07,4,бл,644.5,838.3,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/22 18:09,19.1,3.07,4,бл,644.3,838.2,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/22 16:09,19.1,3.07,4,бл,643.1,837.7,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/22 14:09,19.2,3.07,4,бл,643.9,838,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/22 12:09,19.1,3.07,4,бл,644.6,838.5,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/22 10:08,19.1,3.07,4,бл,644.1,838.1,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/22 8:10,19.1,3.07,4,бл,643.3,838,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/22 6:10,19.1,3.07,4,бл,644.6,838.5,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/22 4:09,19.1,3.07,4,бл,644.4,838.5,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/22 2:09,19.1,3.07,4,бл,643.4,838.3,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/22 0:10,19.1,3.07,4,бл,643.7,838.1,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/21 22:09,19.1,3.07,4,бл,644.4,838.5,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/21 20:09,19.1,3.07,4,бл,643.7,837.9,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/21 18:09,19.1,3.07,4,бл,644.4,838.1,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/21 16:08,19.1,3.08,4,бл,644.8,838.8,9,80.13061428,-335.8964957,345.3221267
28F615065442C450,CX2-8m,JC-CX-30,2022/5/21 14:09,19.2,3.07,4,бл,643.1,837.9,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/21 12:10,19.1,3.07,4,бл,643.9,838,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/21 10:09,19.1,3.07,4,бл,643.4,837.9,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/21 8:09,19.1,3.07,4,бл,642.8,838,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/21 6:09,19.1,3.07,4,бл,643,838.1,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/21 4:09,19.1,3.07,4,бл,644.2,837.8,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/21 2:09,19.1,3.08,4,бл,644.9,837.9,9,80.13061428,-335.8964957,345.3221267
28F615065442C450,CX2-8m,JC-CX-30,2022/5/21 0:09,19.1,3.08,4,бл,645.2,838.4,9,80.13061428,-335.8964957,345.3221267
28F615065442C450,CX2-8m,JC-CX-30,2022/5/20 22:09,19.1,3.07,4,бл,643.5,837.6,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/20 20:09,19.2,3.08,4,бл,644.8,838.3,9,80.13061428,-335.8964957,345.3221267
28F615065442C450,CX2-8m,JC-CX-30,2022/5/20 18:09,19.1,3.07,4,бл,643.7,838,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/20 16:08,19.1,3.07,4,бл,643.6,838.1,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/20 14:08,19.1,3.07,4,бл,644.2,837.8,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/20 12:05,19.2,3.06,4,бл,642.6,837.9,9,120.3283254,-335.8964957,356.7987692
28F615065442C450,CX2-8m,JC-CX-30,2022/5/20 10:09,19.2,3.07,4,бл,643.2,838.1,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/20 8:08,19.1,3.07,4,бл,643.8,837.3,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/20 6:07,19.1,3.07,4,бл,643.5,837.7,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/20 4:07,19.2,3.07,4,бл,643.2,837.8,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/20 2:07,19.1,3.07,4,бл,643.2,837.7,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/20 0:08,19.1,3.07,4,бл,644.7,838.5,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/19 22:08,19.1,3.07,4,бл,643.3,838,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/19 20:07,19,3.07,4,бл,644.3,838.2,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/19 18:08,19,3.07,4,бл,643,837.6,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/19 16:07,19,3.07,4,бл,643,838,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/19 14:06,19,3.07,4,бл,643.5,837.5,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/19 12:06,19,3.07,4,бл,643.9,837.5,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/19 10:08,19,3.07,4,бл,643.9,837.4,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/19 8:05,19,3.07,4,бл,644.2,838.2,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/19 6:07,19,3.07,4,бл,643.1,837.5,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/19 4:05,19,3.07,4,бл,643.2,837.4,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/19 2:06,19,3.07,4,бл,643.1,837.6,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/19 0:05,19,3.07,4,бл,644.3,837.3,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/18 22:07,19,3.07,4,бл,644.4,838.1,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/18 20:07,19,3.07,4,бл,643.5,837.9,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/18 18:08,19,3.07,4,бл,644.6,837.8,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/18 16:07,19,3.07,4,бл,644.6,837.9,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/18 14:07,19,3.07,4,бл,644,837.4,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/18 12:07,19,3.08,4,бл,644.8,838.1,9,80.13061428,-335.8964957,345.3221267
28F615065442C450,CX2-8m,JC-CX-30,2022/5/18 10:06,19,3.07,4,бл,643.4,837.2,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/18 8:07,19,3.07,4,бл,643.1,837.5,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/18 6:08,19,3.07,4,бл,643.2,838,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/18 4:08,19,3.07,4,бл,643.5,837.6,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/18 2:08,19,3.07,4,бл,643.2,837.7,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/18 0:07,19,3.07,4,бл,642.7,838.1,9,100.2150554,-335.8964957,350.5274784
28F615065442C450,CX2-8m,JC-CX-30,2022/5/17 22:06,19,3.07,4,бл,643.1,837.8,9,100.2150554,-335.8964957,350.5274784
